Subject,Level,Strand,Sub-strand,Description,Code
Visual Arts,Year 10,Making,Art practice,Processes and resolved artwork appraised; ways to improve art practice; reflection (ACAVAM127),ACAVAM127
Visual Arts,Year 10,Making,Art practice,"Techniques and processes chosen to refine and resolve artwork to a more complex level, when representing ideas and subject matter (ACAVAM129)",ACAVAM129
Visual Arts,Year 10,Making,Presentation,Decision-making in the display of artwork (relationships that influence space and audience) (ACAVAM129),ACAVAM129
Visual Arts,Year 10,Making,Presentation,Resolved artwork presented with consideration of personal expression and the connection with the viewer (e.g. a supporting artist statement in verbal or written format) (ACAVAM129),ACAVAM129
Visual Arts,Year 10,Responding,Analysis,"Critical analysis frameworks (STICI, Feldman, Taylor or Four Frames) used to analyse a wide variety of artwork from contemporary and past times&nbsp;&nbsp; (ACAVAR131)",ACAVAR131
Visual Arts,Year 10,Responding,Analysis,"Use of visual art language (visual art elements and principles of design), visual conventions and art terminology to respond to artwork (e.g. short answer and extended essay form, video or verbal format)&nbsp;&nbsp;(ACAVAR131)",ACAVAR131
Visual Arts,Year 10,Responding,Analysis,"Visual conventions used to refine complex compositional arrangement of artwork,&nbsp;(e.g. use of the rule of thirds to create a balanced composition) (ACAVAR131)",ACAVAR131
Visual Arts,Year 10,Responding,"Social, cultural and historical contexts","Artists from different cultural groups and their use of persuasive, communicative or expressive representation (ACAVAR130)",ACAVAR130
Visual Arts,Year 10,Responding,"Social, cultural and historical contexts",Viewpoints identified in a range of artwork from contemporary and past times&nbsp;&nbsp;(ACAVAR131),ACAVAR131
Visual Arts,Year 10,Responding,"Social, cultural and historical contexts",Representations within a breadth of artwork (ACAVAR130),ACAVAR130
Visual Arts,Year 10,Responding,Interpretation/response,"Evaluation of their own artwork and the work of others', including consideration of different viewpoints (gender, age, religion, culture) and judgement of the significance of the artwork in a given context&nbsp;&nbsp;(ACAVAR130)",ACAVAR130
Design and Technologies,,Knowledge and understanding,Technologies and society,,
Design and Technologies,,Knowledge and understanding,Technologies contexts,,
Design and Technologies,,Processes and production skills,Creating Designed Solutions,,
Design and Technologies,,Knowledge and understanding,Technologies and society,,
Design and Technologies,,Knowledge and understanding,Technologies contexts,,
Design and Technologies,,Processes and production skills,Creating Designed Solutions,,
Design and Technologies,,Knowledge and understanding,Technologies and society,,
Design and Technologies,,Knowledge and understanding,Technologies contexts,,
Design and Technologies,,Processes and production skills,Creating Designed Solutions,,
Design and Technologies,,Knowledge and understanding,Technologies and society,,
Design and Technologies,,Knowledge and understanding,Technologies contexts,,
Design and Technologies,,Processes and production skills,Creating Designed Solutions,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills, Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Design thinking skills,Project management,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Investigating and defining,,
Design and Technologies,,Design thinking skills,Designing,,
Design and Technologies,,Design thinking skills,Producing and implementing,,
Design and Technologies,,Design thinking skills,Evaluating,,
Design and Technologies,,Contexts,Engineering principles and systems,,
Design and Technologies,,Contexts,Food and fibre production,,
Design and Technologies,,Contexts,Food specialisations,,
Design and Technologies,,Contexts,Materials and technologies specialisations,,
Design and Technologies,,Technologies and society,Technologies and society,,
Design and Technologies,,Technologies and society,Technologies and society,,
